Hierarchy,Id,Term,StatedDefChange,InferredDefChange,Primitive2SD,SD2Primitive,DescriptionChange,FSNChange
Clinical finding (finding),2339001,Sexual overexposure (finding),0,1,0,0,0,0
Clinical finding (finding),2341000,Infection caused by Moniliformis (disorder),0,1,0,0,1,1
Clinical finding (finding),2396006,Malignant pyoderma (disorder),0,1,0,0,0,0
Clinical finding (finding),2432006,Cerebrospinal fluid circulation disorder (disorder),1,1,0,0,1,1
Clinical finding (finding),2435008,Ascariasis (disorder),0,1,0,0,0,0
Clinical finding (finding),2496007,Acalculia (finding),0,1,0,0,0,0
Clinical finding (finding),2513003,Tinea capitis caused by Trichophyton (disorder),0,0,0,0,1,1
Clinical finding (finding),2521009,Bone conduction better than air (finding),0,1,0,0,0,0
Clinical finding (finding),2523007,Salmonella pneumonia (disorder),1,1,1,0,0,0
Clinical finding (finding),2541004,Compulsive buying (finding),0,1,0,0,0,0
Clinical finding (finding),2576002,Trachoma (disorder),0,1,0,0,0,0
Clinical finding (finding),2606006,Furuncle of perineum (disorder),1,1,0,0,0,0
Clinical finding (finding),2622007,Infected ulcer of skin (disorder),0,1,0,0,0,0
Clinical finding (finding),2638001,Hypercalcemia caused by a drug (disorder),0,0,0,0,1,1
Clinical finding (finding),2640006,Clinical stage IV (finding),0,1,0,0,0,0
Clinical finding (finding),2724004,Recruitment (disorder),0,1,0,0,0,0
Clinical finding (finding),2786004,Epithelial ovarian tumor, International Federation of Gynecology and Obstetrics stage III (finding),0,1,0,0,0,0
Clinical finding (finding),2808009,Infection caused by Prosthenorchis elegans (disorder),0,1,0,0,1,1
Clinical finding (finding),2815001,Sexual pyromania (disorder),0,1,0,0,0,0
Clinical finding (finding),2819007,Poisoning caused by magnesium sulfate (disorder),0,0,0,0,1,1
Clinical finding (finding),2850009,Infection caused by Schistosoma incognitum (disorder),1,1,1,0,1,1
Clinical finding (finding),2899008,Thought block (finding),0,1,0,0,0,0
Clinical finding (finding),2918000,Infection caused by Bacteroides (disorder),0,0,0,0,1,1
Clinical finding (finding),3006004,Disturbance of consciousness (finding),0,1,0,0,0,0
Clinical finding (finding),3023008,Acute peptic ulcer without hemorrhage, without perforation AND without obstruction (disorder),0,1,0,0,0,0
Clinical finding (finding),3053001,Poisoning caused by nitroglycerin (disorder),0,0,0,0,1,1
Clinical finding (finding),3095005,Induced malaria (disorder),0,1,0,0,0,0
Clinical finding (finding),3097002,Superficial injury of lip with infection (disorder),0,1,0,0,0,0
Clinical finding (finding),3163006,Acute adenoviral follicular conjunctivitis (disorder),1,1,0,0,0,0
Clinical finding (finding),3185000,Mood-congruent delusion (finding),0,1,0,0,0,0
Clinical finding (finding),3199001,Sprain of shoulder (disorder),0,1,0,0,0,0
Clinical finding (finding),3214003,Invasive pulmonary aspergillosis (disorder),0,1,0,0,0,0
Clinical finding (finding),3254001,Infection caused by Strongyloides westeri (disorder),0,1,0,0,1,1
Clinical finding (finding),3277001,Terminal mood insomnia (finding),0,1,0,0,0,0
Clinical finding (finding),3303004,Disease caused by Arenavirus (disorder),1,1,0,0,1,1
Clinical finding (finding),3401001,Cercopithecus herpesvirus 1 disease (disorder),0,1,0,0,0,0
Clinical finding (finding),3419005,Faucial diphtheria (disorder),0,1,0,0,0,0
Clinical finding (finding),3449007,Finger agnosia (finding),0,1,0,0,0,0
Clinical finding (finding),3464007,Infection caused by Oesophagostomum dentatum (disorder),0,1,0,0,1,1
Clinical finding (finding),3529000,Infection caused by Sanguinicola (disorder),0,1,0,0,1,1
Clinical finding (finding),3533007,Pustular bacterid (disorder),0,1,0,0,0,0
Clinical finding (finding),3598000,Partial recent retinal detachment with single defect (disorder),1,1,0,0,0,0
Clinical finding (finding),3641001,Infection caused by Coenurosis serialis (disorder),1,1,0,0,1,1
Clinical finding (finding),3738000,Viral hepatitis (disorder),1,1,0,0,0,0
Clinical finding (finding),3752003,Trichuriasis (disorder),0,1,0,0,0,0
Clinical finding (finding),3763000,Expected bereavement due to life event (finding),0,1,0,0,0,0
Clinical finding (finding),3820005,Inner ear conductive hearing loss (disorder),0,1,0,0,0,0
Clinical finding (finding),3841004,Blister of cheek with infection (disorder),0,1,0,0,0,0
Clinical finding (finding),3908001,Infestation caused by Haematopinus (disorder),0,0,0,0,1,1
Clinical finding (finding),3928002,Zika virus disease (disorder),1,1,0,0,0,0
Clinical finding (finding),3993001,Infection caused by Muellerius (disorder),0,1,0,0,1,1
Clinical finding (finding),4003003,Disease caused by Alphavirus (disorder),1,1,0,0,1,1
Clinical finding (finding),4009004,Lower urinary tract infectious disease (disorder),0,1,0,0,0,0
Clinical finding (finding),4030008,Le Dantec virus disease (disorder),0,1,0,0,0,0
Clinical finding (finding),4070001,Palinphrasia (finding),0,1,0,0,0,0
Clinical finding (finding),4089001,Meningococcemia (disorder),1,1,0,0,0,0
Clinical finding (finding),4106009,Rotator cuff syndrome (disorder),0,0,0,0,1,0
Clinical finding (finding),4120002,Bronchiolitis (disorder),1,0,0,0,0,0
Clinical finding (finding),4124006,Nonvenomous insect bite of vagina with infection (disorder),0,1,0,0,0,0
Clinical finding (finding),4175009,Infestation caused by Oestrus (disorder),0,0,0,0,1,1
Clinical finding (finding),4178006,Partial recent retinal detachment with multiple defects (disorder),1,1,0,0,0,0
Clinical finding (finding),4223005,Parkinsonism caused by drug (disorder),0,0,0,0,1,1
Clinical finding (finding),4225003,Tuberculosis of nose (disorder),1,1,0,0,1,0
Clinical finding (finding),4241002,Listeriosis (disorder),1,1,0,0,0,0
Clinical finding (finding),4278004,Superficial foreign body of axilla without major open wound but with infection (disorder),0,1,0,0,0,0
Clinical finding (finding),4340003,Acrodermatitis atrophicans chronica (disorder),0,1,0,0,0,0
Clinical finding (finding),4356008,Gingival recession (disorder),1,0,0,0,1,0
Clinical finding (finding),4364002,Structure of associations (finding),0,1,0,0,0,0
Clinical finding (finding),4381006,Verbal paraphasia (finding),0,1,0,0,0,0
Clinical finding (finding),4414005,Infection caused by Setaria (disorder),0,1,0,0,1,1
Clinical finding (finding),4445009,Tuberculosis of genitourinary system (disorder),1,1,0,0,0,0
Clinical finding (finding),4464003,Rocio virus disease (disorder),0,1,0,0,0,0
Clinical finding (finding),4468000,Oppenheim's gait (finding),0,1,0,0,0,0
Clinical finding (finding),4481007,Abnormal gastric secretion regulation (finding),1,1,0,0,0,0
Clinical finding (finding),4499004,Disseminated anergic leishmaniasis (disorder),0,1,0,0,0,0
Clinical finding (finding),4501007,Tuberculous ascites (disorder),1,1,0,0,0,0
Clinical finding (finding),4510004,Streptococcal meningitis (disorder),1,1,0,0,0,0
Clinical finding (finding),4512007,Group sex play (finding),0,1,0,0,0,0
Clinical finding (finding),4522001,Dental plaque (disorder),1,1,0,0,0,0
Clinical finding (finding),4526003,Poisoning caused by probenecid (disorder),0,1,0,0,1,1
Clinical finding (finding),4529005,Abnormal spermatogenesis (disorder),0,1,0,0,0,0
Clinical finding (finding),4559000,Mixed infectious disease (disorder),1,0,0,0,0,0
Clinical finding (finding),4661003,Calculus of bile duct with obstruction (disorder),1,0,0,0,0,0
Clinical finding (finding),4669001,Pinta, primary lesion (disorder),0,1,0,0,0,0
Clinical finding (finding),4688008,Poisoning caused by griseofulvin (disorder),0,0,0,0,1,1
Clinical finding (finding),4690009,Metabolic acidosis caused by paraldehyde (disorder),0,0,0,0,1,1
Clinical finding (finding),4721006,Basic motor learning problem (finding),0,1,0,0,0,0
Clinical finding (finding),4733001,Orunga virus disease (disorder),1,1,0,0,0,0
Clinical finding (finding),4740000,Herpes zoster (disorder),1,1,1,0,0,0
Clinical finding (finding),4771009,Poisoning caused by cephalosporin group antibiotic (disorder),0,0,0,0,1,1
Clinical finding (finding),4834000,Typhoid fever (disorder),1,1,1,0,0,0
Clinical finding (finding),4835004,Infection caused by Nosema bombycis (disorder),0,0,0,0,1,1
Clinical finding (finding),4836003,Poisoning caused by anti-parkinsonism drug (disorder),0,0,0,0,1,1
Clinical finding (finding),4846001,Anicteric viral hepatitis (disorder),1,1,0,0,0,0
Clinical finding (finding),4853005,Dry coitus (finding),0,1,0,0,0,0
Clinical finding (finding),4860004,Infection caused by Aspergillus niger (disorder),1,1,1,0,1,1
Clinical finding (finding),4915001,Infection caused by Entamoeba coli (disorder),1,1,1,0,1,1
Clinical finding (finding),4921002,Infection caused by Basidiobolus (disorder),1,1,0,0,1,1
Clinical finding (finding),4922009,Infestation caused by Simuliidae (disorder),0,0,0,0,1,1
Clinical finding (finding),4945003,Microgyria (disorder),0,1,0,0,0,0
Clinical finding (finding),5018006,Infection caused by Probstmayria (disorder),0,1,0,0,1,1
Clinical finding (finding),5049001,Abnormal angle of erection (finding),0,1,0,0,0,0
Clinical finding (finding),5071006,Infection caused by Camallanus (disorder),1,1,0,0,1,1
Clinical finding (finding),5075002,Acute lymphangitis of shoulder (disorder),1,1,0,0,0,0
Clinical finding (finding),5082003,Infection caused by Gigantobilharzia (disorder),0,1,0,0,1,1
Clinical finding (finding),5127009,Jaw-winking syndrome (disorder),0,1,0,0,0,0
Clinical finding (finding),5152006,Illusions (finding),0,1,0,0,0,0
Clinical finding (finding),5168000,Sporotrichotic chancre (disorder),0,1,0,0,0,0
Clinical finding (finding),5177007,Electrocardiographic axis finding (finding),0,0,0,0,1,1
Clinical finding (finding),5189009,Poisoning caused by nalorphine (disorder),0,0,0,0,1,1
Clinical finding (finding),5240007,Inappropriate jocularity (finding),0,1,0,0,0,0
Clinical finding (finding),5313005,Derangement of posterior horn of medial meniscus (disorder),1,1,1,0,0,0
Clinical finding (finding),5319009,Poisoning caused by theobromine (disorder),0,0,0,0,1,1
Clinical finding (finding),5349006,Weber's test, central (finding),0,1,0,0,0,0
Clinical finding (finding),5413009,Abnormal male sexual function (finding),0,1,0,0,0,0
Clinical finding (finding),5425007,Degenerative changes of anterior chamber angle (disorder),0,1,0,0,0,0
Clinical finding (finding),5441008,Tinea capitis (disorder),0,1,0,0,0,0
Clinical finding (finding),5473002,Blister of chest wall with infection (disorder),0,1,0,0,0,0
Clinical finding (finding),5490008,Tinea barbae caused by Trichophyton verrucosum (disorder),0,0,0,0,1,1
Clinical finding (finding),5497006,Manzanilla fever (disorder),0,1,0,0,0,0
Clinical finding (finding),5535003,Repetition failure (finding),0,1,0,0,0,0
Clinical finding (finding),5566009,Trypanosomiasis with meningitis (disorder),0,1,0,0,0,0
Clinical finding (finding),5567000,Gas gangrene septicemia (disorder),1,1,1,0,0,0
Clinical finding (finding),5578008,Poisoning caused by fibrinolysis-affecting drug (disorder),0,0,0,0,1,1
Clinical finding (finding),5603006,Autoimmune hemolytic anemia caused by immunoglobulin G (disorder),0,0,0,0,1,1
Clinical finding (finding),5701003,Lymphoma stage IIe (finding),0,1,0,0,0,0
Clinical finding (finding),5714002,Disease caused by Polyomavirus (disorder),0,1,0,0,1,1
Clinical finding (finding),5719007,Poisoning caused by chloramphenicol group antibiotic (disorder),0,0,0,0,1,1
Clinical finding (finding),5765005,Infection caused by Leishmania tropica minor (disorder),0,1,0,0,1,1
Clinical finding (finding),5793009,Mixed behavior and emotional disorder (disorder),0,0,0,0,1,1
Clinical finding (finding),5808000,Morax lacunata angular conjunctivitis (disorder),1,1,1,0,0,0
Clinical finding (finding),5820008,Acute ischemic enterocolitis (disorder),1,1,0,0,0,0
Clinical finding (finding),5834008,Hyperthyroidism caused by potassium iodide (disorder),0,0,0,0,1,1
Clinical finding (finding),5856006,N3 category (finding),0,1,0,0,0,0
Clinical finding (finding),5874002,Anticipatory anxiety, severe (finding),0,1,0,0,0,0
Clinical finding (finding),5900006,Haemophilus influenzae meningitis (disorder),1,1,0,0,0,0
Clinical finding (finding),5917004,Geophagia (finding),0,1,0,0,0,0
Clinical finding (finding),5945005,Legal abortion with urinary tract infection (disorder),0,1,0,0,0,0
Clinical finding (finding),5985004,Superficial foreign body of anus without major open wound but with infection (disorder),0,1,0,0,0,0
Clinical finding (finding),5988002,Lack of intuition (finding),0,1,0,0,0,0
Clinical finding (finding),6020002,Tinea pedis (disorder),0,1,0,0,0,0
Clinical finding (finding),6024006,Poisoning caused by nitrazepam (disorder),0,0,0,0,1,1
Clinical finding (finding),6040009,Infection caused by Mycobacterium fortuitum (disorder),1,1,0,0,1,1
Clinical finding (finding),6042001,Pulmonary aspergillosis (disorder),0,1,0,0,0,0
Clinical finding (finding),6051009,Articulatory defect secondary to dental defect (finding),0,1,0,0,0,0
