semtag,id,term,DefStatus
situation,10988171000119101,History of parasitic disease (situation),Sufficiently defined
situation,10988321000119100,History of peripheral vascular angioplasty (situation),Sufficiently defined
situation,1098871000119109,Family history of hereditary nonpolyposis colon cancer (situation),Sufficiently defined
situation,1098931000119102,History of cancer metastatic to lymph nodes (situation),Sufficiently defined
situation,1098941000119106,History of cancer metastatic to skin (situation),Sufficiently defined
situation,1098951000119108,History of cancer metastatic to liver (situation),Sufficiently defined
situation,1098961000119105,History of cancer metastatic to lung (situation),Sufficiently defined
situation,1098971000119104,History of cancer metastatic to brain (situation),Sufficiently defined
situation,1099291000119102,History of cancer metastatic to bone (situation),Sufficiently defined
situation,1099381000119109,History of benign neoplasm of bone (situation),Sufficiently defined
situation,10995681000119104,History of malignant neoplasm of external ear (situation),Sufficiently defined
situation,10995761000119100,History of diabetic foot ulcer (situation),Sufficiently defined
situation,10995991000119109,History of combat and operational stress reaction (situation),Primitive
situation,10996051000119109,History of removal of implantable cardiac pacemaker (situation),Sufficiently defined
situation,1099621000119102,History of ischemic colitis (situation),Sufficiently defined
situation,10996231000119107,History of removal of implantable loop recorder (situation),Primitive
situation,10996271000119105,History of removal of implanted intrathecal pump (situation),Sufficiently defined
situation,10996311000119105,History of removal of implanted neurostimulator (situation),Sufficiently defined
situation,10997251000119103,History of lumbar discectomy (situation),Sufficiently defined
situation,10997291000119108,History of lumbar laminectomy (situation),Sufficiently defined
situation,10997331000119102,History of closure of cutaneous vesicostomy (situation),Sufficiently defined
situation,10997371000119104,History of closure of cystostomy (situation),Sufficiently defined
situation,10997411000119103,History of closure of enterostomy (situation),Sufficiently defined
situation,10997491000119107,History of closure of ileostomy (situation),Sufficiently defined
situation,10997971000119103,History of lung lobectomy (situation),Sufficiently defined
situation,10998291000119107,History of smoking (situation),Sufficiently defined
situation,10998411000119102,History of excision of thoracic intervertebral disc (situation),Sufficiently defined
situation,10998451000119101,History of operative procedure on accessory sinus (situation),Sufficiently defined
finding,11000731000119102,Dependence on continuous ambulatory peritoneal dialysis (finding),Primitive
finding,11000771000119104,Dependence on continuous cycling peritoneal dialysis (finding),Primitive
situation,11001921000119108,History of carcinoma in situ of breast (situation),Sufficiently defined
situation,11003051000119102,History of benign carcinoid neoplasm (situation),Sufficiently defined
situation,11007231000119107,History of removal of biventricular implantable cardiac defibrillator (situation),Primitive
situation,11007271000119105,History of removal of biventricular implantable cardiac pacemaker (situation),Primitive
situation,11007311000119105,History of removal of cardiac device (situation),Primitive
situation,11008281000119107,History of cervical discectomy (situation),Sufficiently defined
situation,11008321000119102,History of cervical laminectomy (situation),Sufficiently defined
situation,11008601000119101,History of closure of cecostomy (situation),Sufficiently defined
situation,11008651000119102,History of closure of appendicovesicostomy (situation),Sufficiently defined
situation,11008891000119106,History of removal of cochlear implant (situation),Sufficiently defined
situation,11009631000119100,Renal dialysis done (situation),Sufficiently defined
situation,11013011000119100,History of closure of colostomy (situation),Sufficiently defined
situation,11016261000119104,Nutritional therapy for congestive heart failure done (situation),Sufficiently defined
situation,11016321000119103,Nutritional therapy for hypertension done (situation),Sufficiently defined
disorder,11018701000119109,Coronary arteriosclerosis after percutaneous coronary angioplasty (disorder),Sufficiently defined
situation,11019311000119101,History of elective reduction of breast (situation),Primitive
situation,112101000119101,History of meningioma (situation),Primitive
situation,112371000119108,History of pancreaticoduodenectomy (situation),Sufficiently defined
disorder,112401000119106,Lesion of conjunctiva (disorder),Sufficiently defined
situation,112561000119108,History of Crohns disease (situation),Sufficiently defined
situation,115451000119100,History of endophthalmitis (situation),Sufficiently defined
disorder,115911000119109,Abscess of thumb (disorder),Sufficiently defined
finding,1161000175101,Decreased alcohol consumption (finding),Sufficiently defined
situation,116101000119100,Colonoscopy refused (situation),Sufficiently defined
situation,116351000119103,History of lower extremity skin ulcer (situation),Sufficiently defined
finding,1171000175109,Increased physical activity (finding),Primitive
disorder,117271000119102,Infection due to Streptococcus gallolyticus (disorder),Sufficiently defined
situation,117351000119101,Family history of multiple endocrine neoplasia (situation),Primitive
situation,117361000119104,Family history of sudden cardiac death (situation),Sufficiently defined
situation,117781000119107,History of endometrial ablation (situation),Sufficiently defined
disorder,117831000119104,Lesion of iris (disorder),Sufficiently defined
situation,118321000119105,History of breast biopsy with benign finding (situation),Primitive
situation,118361000119100,History of diverticulitis (situation),Sufficiently defined
situation,118501000119105,History of drug-induced anaphylaxis (situation),Sufficiently defined
situation,118651000119105,Family history of Hashimoto thyroiditis (situation),Sufficiently defined
situation,119771000119101,History of total colectomy (situation),Sufficiently defined
disorder,11980001000004100,Paraspinal abscess (disorder),Primitive
disorder,119871000119109,Infection due to Abiotrophia (disorder),Sufficiently defined
situation,119981000119101,History of bacterial infection (situation),Sufficiently defined
situation,120481000119109,History of multiple myeloma (situation),Sufficiently defined
situation,120991000119102,History of undergoing in utero procedure while a fetus (situation),Sufficiently defined
disorder,12121000119102,Congenital trigger finger and trigger thumb (disorder),Primitive
disorder,12181000119103,Contact granuloma of larynx (disorder),Primitive
situation,122341000119107,History of aortic root replacement (situation),Sufficiently defined
situation,122421000119106,History of benign neoplasm of larynx (situation),Sufficiently defined
disorder,12245011000119100,Malfunction of automatic implantable cardioverter defibrillator (disorder),Primitive
disorder,12245071000119108,Malfunction of cardiac pacemaker battery (disorder),Primitive
disorder,12245491000119103,Thrombosis of surgically created arteriovenous fistula (disorder),Sufficiently defined
situation,122571000119106,History of malignant cutaneous T-cell lymphoma (situation),Sufficiently defined
situation,123351000119101,History of stress fracture (situation),Sufficiently defined
disorder,123411000119106,Gastric hemorrhage due to eosinophilic gastritis (disorder),Sufficiently defined
disorder,123571000119104,Erythema multiforme minor (disorder),Primitive
disorder,124691000119101,Pneumonia due to methicillin resistant Staphylococcus aureus (disorder),Sufficiently defined
disorder,124911000119100,Stevens Johnson syndrome AND toxic epidermal necrolysis overlap (disorder),Primitive
disorder,124991000119109,Severe persistent asthma co-occurrent with allergic rhinitis (disorder),Sufficiently defined
disorder,125001000119103,Moderate persistent asthma co-occurrent with allergic rhinitis (disorder),Sufficiently defined
disorder,125011000119100,Mild persistent asthma co-occurrent with allergic rhinitis (disorder),Sufficiently defined
disorder,125021000119107,Intermittent asthma co-occurrent with allergic rhinitis (disorder),Primitive
disorder,125081000119106,Cerebral infarction due to occlusion of precerebral artery (disorder),Sufficiently defined
finding,125141000119102,Non-compliance with renal dialysis (finding),Primitive
situation,125211000119106,History of antineoplastic chemotherapy (situation),Sufficiently defined
situation,125701000119100,History of urethral cyst (situation),Sufficiently defined
situation,125711000119102,History of hypospermatogenesis (situation),Sufficiently defined
situation,125731000119107,History of congenital absence of germinal epithelium of testes (situation),Sufficiently defined
situation,125771000119105,History of congenital adrenal hyperplasia (situation),Sufficiently defined
situation,125781000119108,History of febrile urinary tract infection (situation),Sufficiently defined
situation,125791000119106,History of prostatic cyst (situation),Sufficiently defined
disorder,125921000119106,Hepatic coma due to acute hepatitis C (disorder),Sufficiently defined
situation,125961000119101,History of urethrocutaneous fistula (situation),Sufficiently defined
situation,125981000119105,History of urethral parameatal cyst (situation),Sufficiently defined
disorder,126631000119108,Contact dermatitis caused by adhesive bandage (disorder),Sufficiently defined
situation,126731000119100,History of cystic dilatation of duct of bulbourethral gland (situation),Sufficiently defined
finding,12700001000004106,Sputum culture positive for Pseudomonas (finding),Primitive
disorder,127091000119100,Sepsis of newborn due to group B Streptococcus (disorder),Sufficiently defined
disorder,127141000119107,Septic shock co-occurrent with acute organ dysfunction due to anaerobic bacteria (disorder),Sufficiently defined
disorder,127171000119100,Septic shock co-occurrent with acute organ dysfunction due to Hemophilus influenzae (disorder),Sufficiently defined
disorder,127181000119102,Septic shock co-occurrent with acute organ dysfunction due to Meningococcus (disorder),Sufficiently defined
disorder,127191000119104,Septic shock co-occurrent with acute organ dysfunction due to methicillin susceptible Staphylococcus aureus (disorder),Sufficiently defined
